ID;PudoPagar;Estudiante;Ingresos;Cuenta
2525;0;No;5453471;1127531
2526;0;No;3998453;6306341
2527;0;Si;1624657;152918
2528;0;Si;1626121;2185176
2529;0;No;5220551;4613187
2530;0;No;4465008;2063734
2531;0;No;5449275;3465507
2532;0;Si;2728332;4577313
2533;0;Si;2293045;6612464
2534;0;No;4049900;8050435
2535;0;No;2711060;5565671
2536;0;No;4780326;0
2537;0;No;4442483;5815732
2538;0;No;2639760;4621477
2539;1;Si;2568793;9916172
2540;0;No;4933740;3628503
2541;0;Si;1666273;5152481
2542;0;Si;1373972;5194885
2543;0;Si;1522094;1464287
2544;0;Si;1488184;2475570
2545;0;No;4794225;3295202
2546;0;No;4851160;1459841
2547;0;No;4557331;2356783
2548;0;No;5621981;4279112
2549;0;No;4816052;4593409
2550;0;No;3788182;6256613
2551;1;No;4491841;5334420
2552;0;Si;1255389;7135620
2553;0;Si;1241881;6319400
2554;0;Si;1015924;5640707
2555;0;No;3657043;3471993
2556;0;Si;1790258;4026990
2557;0;No;3970469;2597586
2558;0;Si;1629961;5256486
2559;0;No;3732376;2109485
2560;0;Si;1307203;3112069
2561;0;Si;2139412;5026321
2562;0;Si;942171;2687463
2563;0;Si;2471696;949994
2564;0;No;5610005;1549314
2565;0;No;3341180;4847229
2566;0;Si;1703058;3877946
2567;0;No;4868237;6482374
2568;0;No;3849038;5185778
2569;0;No;2574212;4893261
2570;0;No;4798732;4825231
2571;0;Si;1789479;4080214
2572;0;Si;799762;3580929
2573;0;No;4393665;5653044
2574;0;No;4131124;1918525
2575;0;No;2032659;5040773
2576;0;No;4116186;3264087
2577;0;Si;1627919;6163974
2578;0;No;5286981;4016122
2579;0;Si;2269366;7217158
2580;0;Si;2121696;6442243
2581;0;No;4319323;0
2582;0;Si;1021250;5266663
2583;0;Si;2234310;3723940
2584;0;No;3392346;2063438
2585;0;No;3528173;4717010
2586;0;No;3950448;5964870
2587;0;Si;1108206;5357558
2588;0;No;4100522;7466352
2589;0;Si;1570303;5664189
2590;0;Si;1479675;2987420
2591;0;Si;1734617;3964877
2592;0;No;2231757;6880377
2593;0;No;3975744;5300085
2594;0;No;3085128;2661634
2595;0;No;2871176;0
2596;0;Si;2467012;4470629
2597;0;No;3730968;4532182
2598;0;No;2872712;0
2599;0;No;3533318222;2532130
2600;0;Si;1412370;4717509
2601;0;Si;1487480;0
2602;0;No;5499684;2212448
2603;0;Si;2011783;1904817
2604;0;No;3707319;4809997
2605;1;No;4833113;8945467
2606;0;No;2728369;382380
2607;0;No;5399573;5335695
2608;0;No;3959244;0
2609;0;No;4097365;1265660
2610;0;No;5540946;5284642
2611;0;No;3772754;898500
2612;0;Si;1819723;4954679
2613;0;No;3672345;3468769
2614;0;No;3770524;4826384
2615;0;No;5142369;1504381
2616;0;No;4729772;6325225
2617;0;No;4033561;2793353
2618;0;No;5359975;5919917
2619;0;Si;2049516;5829201
2620;0;Si;1726592;7710956
2621;0;Si;2266942;2938839
2622;0;No;3100504;0
2623;0;No;2732998;1949883
2624;0;No;5552262;3235380
2625;0;No;4001253;354916
2626;0;Si;1267003;577727
2627;0;No;4245174;454667
2628;0;No;5171674;6152121
2629;0;No;2792485;1007792
2630;0;Si;1035390;7814231
2631;0;Si;1101988;3114476
2632;0;Si;918473;5710635
2633;0;Si;2112618;8981338
2634;0;No;3850578;4737120
2635;0;No;3433266;2097203
2636;0;No;5375420;8304139
2637;0;No;2497225;1956202
2638;0;No;3474501;3067155
2639;0;Si;1866793;5120544
2640;0;Si;2597607;0
2641;0;No;3387619;6264792
2642;0;No;5567576;3544187
2643;0;No;1651531;1333235
2644;0;Si;1949617;6696818
2645;0;No;4945711;3907977
2646;0;Si;1903251;5106851
2647;0;No;4073986;4742471
2648;0;Si;2020854;6564669
2649;0;No;5086179;0
2650;0;No;2456648;0
2651;0;No;3092260;0
2652;0;Si;1399365;4296685
2653;0;No;4569683;3230788
2654;1;Si;1059172;8539573
2655;0;No;2849240;668367
2656;0;Si;1614564;402978
2657;0;Si;1784507;3158004
2658;0;No;4066873;6183090
2659;0;No;4008544;3712917
2660;0;Si;1273176;485157
2661;0;No;5090024;5271111
2662;0;No;2985021;4798001
2663;0;No;3368318;6294261
2664;0;No;3654716;2216232
2665;0;No;2612633;8025512
2666;0;No;2596484;0
2667;0;No;2510637;4163230
2668;0;Si;1963218;2217685
2669;0;No;4008805;4087159
2670;0;No;4372600;4408319
2671;0;No;4840024;5770471
2672;0;Si;968149;4807878
2673;0;Si;1753846;2580610
2674;0;Si;2257279;6787059
2675;0;No;3526136;5180153
2676;0;Si;1780293;4503047
2677;0;No;4639326;7581630
2678;0;Si;2220833;5076023
2679;0;No;4036896;1160529
2680;0;Si;1945182;5411421
2681;0;No;1799297;3412198
2682;0;Si;1814498;6090694
2683;0;No;4744449;4012066
2684;0;No;3801487;719274
2685;0;No;3290853;5437329
2686;0;Si;1475330;4478770
2687;0;No;5895651;3301427
2688;0;Si;1908717;3154867
2689;0;Si;1540248;8244830
2690;0;Si;1824682;4879778
2691;0;No;2295508;1485027
2692;0;No;4732823;0
2693;0;No;3262994;0
2694;0;Si;1823183;3946074
2695;1;No;3131830;9020182
2696;0;No;2969852;6330569
2697;0;Si;2041441;675938
2698;0;No;3694106;144069
2699;0;Si;1534791;0
2700;0;No;4915035;3753495
2701;0;No;5738613;4026526
2702;0;No;2957324;5469015
2703;0;No;4433596;2419826
2704;0;Si;1959211;7671974
2705;0;No;4801369;6745936
2706;0;No;2057547;792852
2707;0;Si;2585038;862310
2708;0;No;5367557;6403814
2709;0;Si;2281146;1065866
2710;0;No;3224854;0
2711;0;Si;1390346;3520068
2712;0;No;3829523;3544070
2713;0;No;4947779;1286982
2714;0;Si;2286707;5943721
2715;0;No;6288671;0
2716;0;No;4558179;6608519
2717;0;Si;1774997;4412910
2718;0;Si;1196443;7090671
2719;0;No;3689778;6227111
2720;0;No;5874739;1697646
2721;0;Si;2908811;4122739
2722;0;No;3017162;1207213
2723;0;No;4768424;7553966
2724;0;No;5217495;1983206
2725;0;Si;1578632;8168489
2726;0;No;4712207;3252092
2727;0;Si;1568061;6912191
2728;0;No;2436786;3067401
2729;0;No;3784600;7121756
2730;0;Si;1905301;4570541
2731;0;Si;1546965;4010045
2732;0;Si;1885227;2698375
2733;0;No;5219227;1687880
2734;0;Si;1668135;4067474
2735;0;No;3983403;2389411
2736;0;No;3215475;1710958
2737;0;No;4531684;4201829
2738;0;Si;1664324;4327828
2739;0;No;4440211;3227958
2740;0;No;3503153;8776945
2741;0;No;5169006;2493747
2742;0;No;3085964;2938905
2743;0;Si;1006258;4123083
2744;0;No;3266073;0
2745;0;Si;2043644;4404018
2746;0;No;4822782;4585611
2747;0;Si;1928054;3948588
2748;0;No;5293804;3819278
2749;0;Si;1738326;5310833
2750;0;No;4444415;4721663
2751;0;No;2558774;4387507
2752;0;No;4141735;6720517
2753;1;Si;1830465;7715498
2754;0;No;3886458;1901587
2755;0;Si;2363482;5884467
2756;0;No;3452492;3666000
2757;0;No;4894203;1744985
2758;0;Si;1924583;6900438
2759;0;No;4036970;4715829
2760;0;No;5189739;6244429
2761;0;No;5110786;3566117
2762;0;No;3672186;4171178
2763;0;No;2620004;0
2764;0;No;3748972;7794419
2765;0;No;3773675;6810933
2766;0;No;4572989;7907608
2767;0;No;3975235;1624275
2768;0;No;4752713;5563679
2769;0;No;3257844;1897994
2770;0;No;2623978;7745491
2771;0;No;4673277;7447080
2772;0;No;4164773;2741032
2773;0;No;3763701;2809842
2774;0;No;3447042;2977434
2775;0;No;2736487;1337570
2776;0;Si;2103488;8966516
2777;0;Si;1017787;8865768
2778;0;No;3733333;3094302
2779;0;No;3776649;1028219
2780;0;No;3636475;5057158
2781;0;No;3813065;0
2782;0;Si;1522117;5772161
2783;0;No;4370538;1462580
2784;0;Si;1923377;5534731
2785;1;No;3007014;8329773
2786;0;Si;2221274;4843356
2787;0;No;3992859;3986247
2788;0;Si;1862024;3184489
2789;0;Si;1410129;5056674
2790;0;No;4730368;3955176
2791;0;No;3696505;4712374
2792;0;No;4616515;3534871
2793;0;No;5599087;3837174
2794;0;No;3707454;2844218
2795;0;Si;1899962;6357815
2796;0;No;4428079;4694696
2797;0;No;3463171;5060971
2798;0;No;1893551;6777466
2799;0;No;4348696;4560244
2800;0;No;2572477;1447994
2801;1;Si;1443584;10179308
2802;0;Si;1785807;8010899
2803;0;Si;2006781;0
2804;0;Si;1403662;6011954
2805;0;No;2816420;2773538
2806;0;Si;254120;1149944
2807;0;No;3550391;3844896
2808;0;Si;1689813;6055201
2809;0;No;3564838;0
2810;0;No;2753774;0
2811;0;Si;1596672;4299683
2812;0;No;4755630;0
2813;0;Si;1495966;7357692
2814;0;Si;1773055;2914369
2815;0;Si;2585828;2315597
2816;0;No;4894049;4930771
2817;0;No;2968513;2673730
2818;0;No;3965663;7013453
2819;0;No;4627807;4838740
2820;0;No;3688943;4420113
2821;0;Si;1908081;2278500
2822;0;No;6691557;0
2823;0;No;3791766;5706191
2824;0;No;2135800;1826179
2825;0;No;3357936;191880
2826;0;Si;1359314;3659853
2827;0;No;4778432;5033599
2828;0;No;3456195;5539006
2829;0;No;4567367;3887654
2830;0;No;3539896;7507130
2831;0;Si;1208545;4310300
2832;0;Si;1991097;60932
2833;0;No;3020805;0
2834;0;No;3131000;9101627
2835;0;No;4017983;2880345
2836;0;No;3101790;4188763
2837;0;No;3487533;1998969
2838;0;Si;2090984;2893775
2839;0;No;4656506;5532704
2840;0;No;3844230;1953728
2841;0;Si;1542155;1370973
2842;0;No;4227133;7384388
2843;0;No;2030694;2892304
2844;0;No;2819213;5320739
2845;0;No;4640466;7991517
2846;0;No;3352988;4317259
2847;0;No;3257450;5788799
2848;0;Si;2408695;2031930
2849;0;No;4420271;1546222
2850;0;No;2835363;4719756
2851;0;No;4291670;6033960
2852;0;Si;2102829;7240302
2853;0;No;2697762;5832970
2854;0;No;6128130;4001543
2855;0;No;3103287;3574630
2856;0;No;2841774;2356275
2857;0;No;3039006;3310822
2858;0;No;5339831;3852160
2859;0;No;5549678;2986634
2860;0;No;4818328;704265
2861;0;No;2942323;5177765
2862;0;Si;1156057;3920544
2863;0;Si;1707234;2210137
2864;0;No;5407266;4440407
2865;0;No;4477512;3521015
2866;0;Si;1509953;5082253
2867;0;No;4291498;5182304
2868;0;Si;2279594;5301100
2869;0;No;3807544;6219640
2870;0;Si;2657187;6459887
2871;0;No;2022287;346262
2872;0;No;2993266;981946
2873;0;Si;1830573;3545136
2874;0;No;5210684;5170750
2875;0;No;5054953;4340030
2876;0;No;4880036;6180035
2877;0;No;4628226;64562
2878;0;Si;2134270;4132268
2879;0;Si;2075218;3519950
2880;0;Si;1315203;4085607
2881;0;No;4506613;6050073
2882;0;Si;2229698;3832031
2883;0;No;3398083;8218270
2884;0;No;5400963;5265074
2885;0;No;4150896;1200387
2886;0;No;4444071;313265
2887;0;Si;1119467;4621166
2888;0;Si;2602769;4720355
2889;0;No;5183775;1478927
2890;1;No;3565723;10427935
2891;0;No;5806862;2371776
2892;0;No;5429711;2523617
2893;0;No;3396110;1461921
2894;0;No;4022714;2966402
2895;0;No;5005476;380320
2896;0;Si;1680901;6350464
2897;0;No;4068948;4386718
2898;0;Si;2098081;4662805
2899;0;No;3026212;1399817
2900;0;No;4039840;5775875
2901;0;No;4543176;0
2902;0;Si;2337857;6083838
2903;0;Si;1527447;0
2904;0;Si;2289193;3642747
2905;0;No;4836558;0
2906;0;Si;2132305;3217826
2907;0;No;2728927;4865412
2908;0;Si;1438517;5889787
2909;0;No;4131499;984936
2910;0;No;4484514;7631343
2911;0;No;5606020;2206980
2912;0;No;5653331;5023209
2913;0;No;3664514;6290348
2914;0;No;3711960;7819967
2915;0;No;2990553;1836758
2916;0;Si;1827643;6113840
2917;0;Si;1968287;7911014
2918;0;No;3272539;3235651
2919;0;No;3314650;0
2920;0;Si;1507949;7926665
2921;0;Si;2577318;4189862
2922;0;Si;1054356;3433911
2923;0;No;3789104;4739211
2924;0;Si;1810168;6025275
2925;0;No;3745626;6270655
2926;0;No;5052853;4745619
2927;0;No;2761070;2651230
2928;0;No;5455814;4168450
2929;0;No;3617398;3192327
2930;1;Si;2829691;11936574
2931;0;Si;2138323;4196954
2932;0;No;6328503;1473171
2933;0;No;3472094;5890897
2934;0;No;5789052;5748601
2935;0;No;4246828;4548821
2936;0;Si;1853959;6957540
2937;0;Si;1801836;5146248
2938;0;No;3077374;7522985
2939;0;No;3512285;6382447
2940;0;No;2502332;4374575
2941;0;No;5151634;5523447
2942;0;No;4705620;0
2943;0;No;3746602;3494002
2944;0;No;3394514;5277054
2945;0;Si;1449184;656423
2946;0;No;4418167;3979519
2947;0;No;3929120;3059771
2948;0;No;4140977;8352115
2949;0;No;3359123;7115748
2950;0;No;2962347;3853210
2951;0;No;2980835;6577348
2952;0;No;5321811;2996021
2953;0;No;3412877;2921784
2954;0;No;5165988;136359
2955;0;No;3233218;328638
2956;0;No;2390955;6692306
2957;0;Si;1615125;5602115
2958;0;No;4199612;3630147
2959;0;No;4437279;6767941
2960;0;No;3812219;2658721
2961;0;No;3676281;9123207
2962;0;Si;1403550;4472327
2963;0;Si;1644562;6377693
2964;0;No;1910627;2753122
2965;0;Si;1315844;1351955
2966;0;No;3526613;3259993
2967;0;No;5076589;3591756
2968;0;No;3123578;5044733
2969;0;Si;1339092;7553739
2970;0;No;3837198;6966841
2971;0;No;4551984;2932941
2972;0;No;4587318;3967070
2973;0;No;4326363;1429551
2974;0;Si;2032277;2751905
2975;0;Si;1678539;3582460
2976;0;No;3994648;1918432
2977;0;No;3843182;1261667
2978;0;No;4016702;5820521
2979;0;No;3839887;5400929
2980;0;No;4710199;4532393
2981;0;No;2656724;2289000
2982;0;No;4276212;6079337
2983;0;No;4508311;1086808
2984;0;Si;1250264;5383639
2985;0;Si;2363923;290330
2986;0;No;5521952;8076125
2987;0;Si;2281139;5595009
2988;0;No;1762145;3359790
2989;0;No;3867275;3171090
2990;0;Si;1616448;4159093
2991;0;Si;2201898;1865313
2992;0;No;5848154;3882274
2993;0;Si;1219538;5156520
2994;0;No;4379558;4553362
2995;0;No;4216345;5054045
2996;0;No;4828095;5451752
2997;0;No;5380162;5042752
2998;0;No;5012718;0
2999;0;Si;2007428;9121840
3000;0;No;4441168;3650822
3001;0;No;3094155;4955659
3002;0;No;3503064;6782583
3003;0;No;4169921;2883178
3004;0;No;4338582;6672771
3005;0;No;4762438;7438309
3006;0;No;4855197;3893467
3007;0;No;3759942;2220982
3008;0;No;3463210;5116811
3009;0;Si;1784038;767000
3010;0;No;4716936;3308803
3011;0;No;3491861;1563074
3012;0;No;3010204;3226863
3013;0;No;4901027;0
3014;0;No;2297549;3898074
3015;0;Si;1975552;2847494
3016;0;No;3850712;6438829
3017;0;No;3229455;5889075
3018;0;No;2570465;3976843
3019;0;No;2490274;4385196
3020;0;No;3670153;4119960
3021;0;No;5208964;5096077
3022;0;No;3890888;4713687
3023;0;No;4014534;33939
3024;0;No;5515815;0
3025;0;Si;2279080;7101021
3026;0;Si;1818952;6273313
3027;0;No;3779640;0
3028;0;No;3360538;5700359
3029;0;Si;1986939;3739793
3030;0;No;4871726;7993013
3031;0;No;2142631;6131854
3032;0;No;5061199;4649100
3033;0;No;4385388;4037029
3034;0;No;5696570;1726825
3035;0;No;4290703;4912255
3036;0;Si;1448595;5338354
3037;0;No;3901795;3712703
3038;0;No;3094829;5300892
3039;0;No;3376705;2618767
3040;0;No;2979932;3489915
3041;1;Si;1580223;7504473
3042;0;Si;1437889;8414488
3043;0;Si;646651;6320210
3044;0;No;3424778;6762312
3045;0;No;5067132;1884395
3046;0;No;3725537;3147806
3047;0;Si;1135511;3547071
3048;0;No;4233225;2706731
3049;0;No;4272148;2105862
3050;0;No;4791096;2504021
3051;0;No;4166334;0
3052;0;No;4336016;5446829
3053;0;No;5646812;3019237
3054;1;No;5034157;5827699
3055;0;No;4315536;7288113
3056;0;No;2710821;1950275
3057;0;No;3551723;2920706
3058;0;No;1349813;4505061
3059;0;Si;1414208;6900484
3060;0;No;3990244;5730338
3061;0;No;4332703;5290130
3062;0;No;3598075;2371898
3063;0;Si;2242541;4845718
3064;0;Si;1255782;8083694
3065;0;No;3329850;5925143
3066;0;No;4125739;2363166
3067;0;No;3096423;6288126
3068;0;No;3730669;3204592
3069;0;No;4244285;528721
3070;0;No;2594725;3362134
3071;0;No;4518698;2843332
3072;0;Si;2667001;1840991
3073;0;No;5726683;7732743
3074;0;No;2893025;1151102
3075;0;No;3420018;4075274
3076;0;Si;1799586;821528
3077;0;Si;1529167;8928988
3078;0;No;2787364;3305261
3079;0;Si;1352242;4899386
3080;0;Si;2380591;3891250
3081;0;Si;2174451;953096
3082;0;No;4528419;2619069
3083;0;No;4004447;878494
3084;0;No;3836848;4889740
3085;0;No;4426076;4188477
3086;0;Si;2765839;7181604
3087;0;No;5381280;3191148
3088;0;No;4863136;3570058
3089;0;No;3608609;3691266
3090;0;No;5802777;2537633
3091;0;Si;1581806;5169167
3092;0;Si;2051417;98697
3093;0;No;4889837;2173524
3094;0;No;4533484;0
3095;0;No;5306933;3148820
3096;0;Si;2690028;2613839
3097;0;Si;1168146;1473282
3098;0;Si;1464700;2347128
3099;0;No;4090348;4192185
3100;0;No;5274613;7038198
3101;0;Si;1605397;7086127
3102;0;No;3811044;1819970
3103;0;Si;1707657;641259
3104;1;Si;2832168;9470841
3105;0;Si;1062360;8123978
3106;0;No;4640634;3229746
3107;0;No;3818457;3420425
3108;0;No;4690460;5841423
3109;0;No;5161406;3830620
3110;0;Si;1406308;3691343
3111;0;No;4553051;2629452
3112;0;No;3887757;3156268
3113;0;No;6594378;0
3114;0;No;5380933;4569570
3115;0;No;6049893;2893763
3116;0;No;4388840;7519250
3117;0;Si;1158122;2776329
3118;1;Si;1362455;6446231
3119;0;No;3571465;2727833
3120;0;No;3346882;5561745
3121;0;No;3582089;2824537
3122;0;No;3887951;2959207
3123;0;Si;2208427;4540614
3124;1;Si;1819527;10845981
3125;0;Si;1533730;5540527
3126;0;No;2716726;0
3127;0;No;3533086;4787960
3128;0;No;2953731;2240200
3129;0;No;4070471;5940364
3130;0;Si;1952001;6119429
3131;0;Si;1841386;4799835
3132;0;No;3501003;3673609
3133;0;No;4762841;0
3134;0;No;4891420;7116421
3135;0;No;2697549;1085818
3136;0;No;3670534;3360226
3137;0;No;4595898;4153827
3138;0;No;5875050;3262641
3139;0;No;6493024;2669946
3140;0;Si;1772163;8133170
3141;0;No;3039569;6910605
3142;0;No;3866320;0
3143;0;No;3811036;5828446
3144;0;No;3419805;5952103
3145;0;No;3950541;2176073
3146;0;Si;1716604;6912113
3147;0;No;2723356;6329774
3148;0;No;4001047;6518131
3149;0;Si;2114204;1200507
3150;0;Si;2110943;1632193
3151;0;No;4193460;2814010
3152;0;No;2883619;2657432
3153;0;Si;1787534;2972722
3154;0;No;6018056;3728669
3155;0;Si;2989981;6093195
3156;0;No;3762205;1332302
3157;1;No;4607624;9497734
3158;0;Si;1372905;3588008
3159;0;No;5607510;2536673
3160;0;Si;1404453;7113873
3161;0;No;3764580;6268498
3162;0;No;3891899;6508254
3163;1;Si;1742950;12076585
3164;0;Si;1129347;6835069
3165;0;No;3162491;2245258
3166;0;No;3197131;2528489
3167;0;No;5498275;5752294
3168;0;No;3038507;4907461
3169;0;Si;1627084;3061330
3170;0;Si;2035134;5611462
3171;0;No;3600007;298985
3172;0;Si;2620769;6765059
3173;0;No;5073186;6161168
3174;0;No;2880377;4620066
3175;0;No;6550162;2589123
3176;0;Si;1254783;8978584
3177;0;No;2605013;4917803
3178;0;Si;1899809;4951771
3179;0;No;5268171;7647585
3180;0;No;4424968;1364366
3181;0;Si;1946843;3181033
3182;1;No;3838159;8756735
3183;0;No;4626984;3609602
3184;0;No;2576829;2557088
3185;0;No;4135435;2818436
3186;0;No;4722145;5553605
3187;0;No;4887415;2015172
3188;0;No;2924638;2150452
3189;0;No;3318777;1392370
3190;1;No;2743835;11142361
3191;0;No;3009916;6008913
3192;0;No;4468610;2453992
3193;0;Si;869960;3964280
3194;0;No;3718007;4353312
3195;0;Si;1133706;5746049
3196;0;No;4973557;2467668
3197;0;Si;1084502;4371742
3198;0;No;2322413;5489738
3199;0;No;2999836;4880746
3200;0;No;4312421;6868627
3201;0;Si;2236020;6413814
3202;0;No;4564917;3183642
3203;0;No;2474485;9116160
3204;0;No;3451520;3029319
3205;0;No;2788883;0
3206;0;No;3712877;2457602
3207;0;No;3786856;1241812
3208;0;No;3715141;5182519
3209;0;No;3523537;5654470
3210;0;Si;1039206;5242695
3211;0;No;5017433;6259443
3212;1;No;6122013;7894237
3213;0;No;4034134;0
3214;0;No;3359543;7659815
3215;0;No;3090993;4677326
3216;0;Si;1687351;5280905
3217;0;Si;2143079;5303884
3218;0;No;4147212;1269254
3219;0;No;3611943;1615616
3220;0;No;3174964;5256123
3221;0;Si;1425827;4629735
3222;0;Si;1370300;4156210
3223;0;No;5656701;1404184
3224;0;Si;2046515;5461713
3225;0;No;4970896;3511383
3226;0;No;3275626;3315479
3227;0;No;2538699;1123711
3228;0;No;6072553;5543403
3229;0;Si;2007182;0
3230;0;No;3675198;1763990
3231;0;Si;2173525;6950927
3232;0;No;3247122;2998237
3233;0;No;4576390;2572727
3234;0;Si;1588366;2424472
3235;0;No;4923119;1393602
3236;0;No;3580605;3305279
3237;0;No;2750112;5551482
3238;0;No;2937644;6531288
3239;1;Si;1773578;9830315
3240;0;No;3322444;2942824
3241;0;No;4286916;0
3242;0;No;3516489;6448011
3243;0;No;5079521;5271392
3244;0;No;4351311;0
3245;0;No;3789967;4489036
3246;0;Si;1334486;3368928
3247;0;No;4948760;3181675
3248;0;No;4834730;2060358
3249;1;No;6101122;9491617
3250;0;No;2738233;8032018
3251;0;No;4104020;0
3252;0;Si;2015725;0
3253;0;No;5305172;2431922
3254;0;No;3882163;8690554
3255;0;No;6274684;0
3256;0;No;3473089;1779683
3257;0;No;2481836;0
3258;0;Si;2044167;9629937
3259;0;No;5571655;4095559
3260;0;Si;2401596;2943784
3261;0;No;2880400;4877860
3262;0;No;4072756;635810
3263;0;No;4817643;3567184
3264;0;No;4899481;3688615
3265;0;Si;1405946;3435322
3266;0;No;4195774;2222573
3267;0;No;3283934;5306421
3268;0;No;3718903;7127478
3269;0;Si;2128265;3191310
3270;0;Si;2093693;5507225
3271;0;No;4148919;4441223
3272;0;No;2061608;4756044
3273;0;Si;1585242;5760483
3274;0;No;2712591;4415802
3275;0;No;4737802;5634940
3276;0;No;3435349;3714106
3277;0;Si;1946215;7660583
3278;0;Si;2845260;1333843
3279;0;Si;1647999;1552153
3280;0;No;4658906;8511507
3281;0;No;3965540;3248912
3282;0;No;4539228;3241607
3283;0;No;2478288;4976371
3284;0;No;4575738;1650374
3285;0;No;2070071;6792867
3286;1;No;3036761;5833993
3287;0;No;2614291;3358348
3288;0;Si;1204531;2420427
3289;0;No;4771218;7023138
3290;0;No;5448974;3085007
3291;0;Si;2143656;4823124
3292;0;No;2471940;2332896
3293;0;No;2592757;3094006
3294;0;No;2897846;6554762
3295;0;No;2831183;619637
3296;0;No;4530479;3931321
3297;0;No;4698193;3741053
3298;1;Si;1265107;10622446
3299;0;Si;1698892;1631956
3300;0;Si;1498664;2374414
3301;0;No;2488925;299829
3302;0;No;4789428;8056669
3303;0;No;2723656;2728026
3304;0;No;4659044;0
3305;0;No;5223225;6246771
3306;0;Si;1844810;2939374
3307;1;No;4368007;6513674
3308;0;Si;2741662;4541864
3309;0;Si;1386094;6260665
3310;0;No;3717704;1385843
3311;0;No;5748350;3117874
3312;0;No;4176514;4715997
3313;0;Si;1891942;9077226
3314;0;Si;2049853;4637123
3315;1;Si;1860140;10040165
3316;0;No;3129796;5141176
3317;0;No;5113151;2041180
3318;0;No;4263067;6777184
3319;0;Si;1604224;1883854
3320;0;No;6912427;4282396
3321;0;No;4399192;5553719
3322;0;No;2785575;2189071
3323;0;No;6057481;5068527
3324;1;No;5620258;9614145
3325;0;No;4962990;5333964
3326;0;No;3399885;2327766
3327;0;No;3636198;4497417
3328;0;No;3435591;2964003
3329;0;No;4269540;820005
3330;0;No;6297513;0
3331;0;Si;1704437;6675657
3332;0;Si;1192753;7748082
3333;0;No;3385268;7205353
3334;0;No;3908026;5788260
3335;0;No;3633522;4497310
3336;0;No;4475223;1655835
3337;0;No;4213201;2196009
3338;0;No;2704323;2448588
3339;0;No;3714358;3264968
3340;0;No;4922115;1034104
3341;0;Si;1495009;4662437
3342;0;No;4233189;5491162
3343;0;Si;1967794;9797978
3344;0;Si;2080466;8534769
3345;0;No;5597119;6279419
3346;0;No;5448131;2689772
3347;0;No;3884435;1745809
3348;0;No;2015090;838030
3349;0;No;4228123;8062327
3350;0;No;4800799;2756270
3351;0;Si;1683057;7607483
3352;0;No;6136544;4134801
3353;0;No;3801026;3850410
3354;0;Si;1097309;5547127
3355;0;No;5354241;2796620
3356;0;Si;905000;1951391
3357;0;No;4225877;7835119
3358;0;No;6270816;851301
3359;0;No;4622229;2644251
3360;0;No;4947175;0
3361;0;Si;1407101;5002079
3362;0;No;3483445;2693743
3363;0;No;3516873;2177014
3364;0;No;6452594;553303
3365;0;No;4940526;767817
3366;0;Si;1905687;4283124
3367;0;Si;2074721;4671260
3368;0;No;3651469;3915615
3369;0;Si;1745104;6355562
3370;0;No;3366072;4553799
3371;0;No;4061222;3743260
3372;0;No;4202892;3344711
3373;0;Si;1858962;5309660
3374;0;No;4515510;3830044
3375;0;Si;1583725;6981173
3376;0;No;3404055;1327179
3377;1;No;3449417;10404686
3378;0;No;4710346;1623456
3379;0;Si;2400501;5675054
3380;1;No;5622892;8658404
3381;0;Si;1674946;5666165
3382;0;No;3749709;3913243
3383;0;Si;1289663;3727827
3384;0;No;5115451;7221806
3385;0;Si;1931884;6702646
3386;1;No;4117350;9518336
3387;0;No;4220949;1589518
3388;0;No;4324261;4506589
3389;0;No;3995096;2639917
3390;0;Si;1688881;4578269
3391;0;No;4269480;5717752
3392;1;No;2225686;7442794
3393;0;No;2710486;5121151
3394;0;No;2921735;3099519
3395;0;No;3489314;5036243
3396;0;No;4257781;0
3397;0;No;5144257;6710238
3398;0;Si;2256458;7390849
3399;0;No;5231041;746789
3400;0;No;5200842;1398621
3401;0;No;4931251;4349044
3402;0;No;5636425;7466439
3403;0;No;4334489;5639113
3404;0;No;3867697;4623464
3405;0;No;4337963;1557540
3406;0;No;2861019;3482550
3407;0;Si;2545248;1478167
3408;0;No;1786223;2323813
3409;0;Si;1729153;3752063
3410;0;No;5294338;4452038
3411;0;No;3745520;0
3412;0;Si;1235183;1703489
3413;0;No;4339972;3621219
3414;0;No;4037405;4899275
3415;0;No;3051004;167285
3416;0;No;4096908;6018681
3417;0;No;2322518;3678654
3418;0;Si;2720877;4424594
3419;0;No;4821671;4129250
3420;0;Si;1416528;8672929
3421;0;Si;1651304;3352467
3422;0;No;3670911;4374236
3423;0;No;4002136;0
3424;0;No;4383342;4136752
3425;0;No;3173927;7544207
3426;0;Si;1909583;0
3427;0;Si;752558;4572577
3428;0;No;5103044;1514806
3429;0;Si;1344833;1377429
3430;0;No;4233545;2947790
3431;0;No;4515304;5601337
3432;0;Si;1110457;7084831
3433;0;No;4418536;6350883
3434;0;No;3518658;4241172
3435;0;No;4325472;2804840
3436;0;No;4546330;3098078
3437;0;No;1844902;5987899
3438;1;No;5227486;7928647
3439;0;No;2826287;2391817
3440;0;No;4137052;5724562
3441;0;No;5886038;3893760
3442;0;Si;1370388;8377111
3443;0;No;5675923;3403849
3444;0;Si;1759353;5567890
3445;0;No;3809702;1696757
3446;0;No;5561217;4544356
3447;0;No;1119342;2403938
